,Station Names,YEAR,Month,Max Temp,Min Temp,Rainfall,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Station Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period
12128,Madaripur,2006,4,37,23.8,55,75,0.3,3.3,6.8,41939,518762.7,561770.3,23.17,90.18,5,2006.04
12165,Madaripur,2006,5,37,25.2,237,80,0.3,4.4,5.8,41939,518762.7,561770.3,23.17,90.18,5,2006.05
12202,Madaripur,2006,6,36.2,26.7,254,86,0.2,5.9,3.9,41939,518762.7,561770.3,23.17,90.18,5,2006.06
12239,Madaripur,2006,7,34.6,26.7,223,87,0.6,6.2,3.9,41939,518762.7,561770.3,23.17,90.18,5,2006.07
12276,Madaripur,2006,8,35,26.3,243,85,0.6,6,4.7,41939,518762.7,561770.3,23.17,90.18,5,2006.08
12313,Madaripur,2006,9,35.3,26.1,453,87,0.5,5.1,5.5,41939,518762.7,561770.3,23.17,90.18,5,2006.09
12350,Madaripur,2006,10,34.7,24.9,37,84,0,3.5,6.1,41939,518762.7,561770.3,23.17,90.18,5,2006.1
12387,Madaripur,2006,11,32.6,19.4,1,82,0,2.5,5.9,41939,518762.7,561770.3,23.17,90.18,5,2006.11
12424,Madaripur,2006,12,29.5,14.2,0,82,0,0.2,5.7,41939,518762.7,561770.3,23.17,90.18,5,2006.12
12487,Maijdee Court,2006,1,29,14.5,0,79,0.7,0.4,7.1,41953,610851.8,524433.6,22.83,91.08,6,2006.01
12550,Maijdee Court,2006,2,34.5,19.4,0,79,0.9,1.1,7.2,41953,610851.8,524433.6,22.83,91.08,6,2006.02
12613,Maijdee Court,2006,3,36.2,21.4,2,73,0.8,1.3,7.9,41953,610851.8,524433.6,22.83,91.08,6,2006.03
12676,Maijdee Court,2006,4,36.8,24.1,61,76,1.3,2.9,8.4,41953,610851.8,524433.6,22.83,91.08,6,2006.04
12739,Maijdee Court,2006,5,37,25,507,82,1.2,4.3,6.6,41953,610851.8,524433.6,22.83,91.08,6,2006.05
12802,Maijdee Court,2006,6,36.5,26.5,435,86,1.4,6,3.9,41953,610851.8,524433.6,22.83,91.08,6,2006.06
12865,Maijdee Court,2006,7,34.5,26.2,479,88,1.7,6.4,3.7,41953,610851.8,524433.6,22.83,91.08,6,2006.07
12928,Maijdee Court,2006,8,34.6,25.9,382,85,1.6,5.9,5.9,41953,610851.8,524433.6,22.83,91.08,6,2006.08
12991,Maijdee Court,2006,9,35.5,25.6,633,87,1.2,4.8,5.2,41953,610851.8,524433.6,22.83,91.08,6,2006.09
13054,Maijdee Court,2006,10,35.5,24.8,28,85,0.7,3.3,5.3,41953,610851.8,524433.6,22.83,91.08,6,2006.1
13117,Maijdee Court,2006,11,32.8,20.8,20,84,0.6,2.2,5.9,41953,610851.8,524433.6,22.83,91.08,6,2006.11
13180,Maijdee Court,2006,12,28.6,15.7,0,83,0.5,0.2,6.2,41953,610851.8,524433.6,22.83,91.08,6,2006.12
13205,Mongla,2006,1,30.8,13.8,0,77,0.2,0.4,7.7,41958,452007.3,499110.5,22.43,89.66,4,2006.01
13230,Mongla,2006,2,37.2,19.4,0,76,0.2,0.4,7.5,41958,452007.3,499110.5,22.43,89.66,4,2006.02
13255,Mongla,2006,3,39.4,22.3,14,70,0.3,1.6,8.3,41958,452007.3,499110.5,22.43,89.66,4,2006.03
13280,Mongla,2006,4,38.5,25.5,9,78,1.2,2.7,8.4,41958,452007.3,499110.5,22.43,89.66,4,2006.04
13305,Mongla,2006,5,38.6,26.1,243,83,1.2,3.6,7.3,41958,452007.3,499110.5,22.43,89.66,4,2006.05
13330,Mongla,2006,6,36.8,26.9,255,90,0.7,4.9,4.2,41958,452007.3,499110.5,22.43,89.66,4,2006.06
13355,Mongla,2006,7,34,26.1,462,92,1,5.7,3.6,41958,452007.3,499110.5,22.43,89.66,4,2006.07
13380,Mongla,2006,8,35,26.1,318,92,1.7,5.7,4,41958,452007.3,499110.5,22.43,89.66,4,2006.08
13405,Mongla,2006,9,35,25.9,390,89,0.9,4.6,5.1,41958,452007.3,499110.5,22.43,89.66,4,2006.09
13430,Mongla,2006,10,35,24.7,48,85,0.1,2.9,6.8,41958,452007.3,499110.5,22.43,89.66,4,2006.1
13455,Mongla,2006,11,32.5,20.7,6,84,0.1,1.9,5.1,41958,452007.3,499110.5,22.43,89.66,4,2006.11
13480,Mongla,2006,12,29.6,15.9,0,80,0.2,0.2,6.6,41958,452007.3,499110.5,22.43,89.66,4,2006.12
13546,Mymensingh,2006,1,28.2,12.1,0,85,0.5,1.3,5.3,41886,540975.3,737535.8,24.75,90.41,19,2006.01
13612,Mymensingh,2006,2,32.9,18.4,0,82,0.7,1.3,6.6,41886,540975.3,737535.8,24.75,90.41,19,2006.02
13678,Mymensingh,2006,3,35,19.1,2,76,0.8,1.5,6.8,41886,540975.3,737535.8,24.75,90.41,19,2006.03
13744,Mymensingh,2006,4,35,21.9,153,80,1.4,4.1,7,41886,540975.3,737535.8,24.75,90.41,19,2006.04
13810,Mymensingh,2006,5,37.5,24.1,379,82,1.3,5.1,6.6,41886,540975.3,737535.8,24.75,90.41,19,2006.05
13876,Mymensingh,2006,6,35.5,25.7,371,88,1.4,6.3,2.5,41886,540975.3,737535.8,24.75,90.41,19,2006.06
13942,Mymensingh,2006,7,35.5,26.7,274,86,1.3,6.5,5.1,41886,540975.3,737535.8,24.75,90.41,19,2006.07
14008,Mymensingh,2006,8,35.7,26.4,339,85,1.3,5.9,6,41886,540975.3,737535.8,24.75,90.41,19,2006.08
14074,Mymensingh,2006,9,34.6,25.8,420,89,1.1,5.5,4.4,41886,540975.3,737535.8,24.75,90.41,19,2006.09
14140,Mymensingh,2006,10,34,23.2,23,88,0.5,3.2,5.8,41886,540975.3,737535.8,24.75,90.41,19,2006.1
14206,Mymensingh,2006,11,31.6,18.2,0,86,0.4,2.4,5.1,41886,540975.3,737535.8,24.75,90.41,19,2006.11
14272,Mymensingh,2006,12,28.7,13.5,0,86,0.4,0.1,4.3,41886,540975.3,737535.8,24.75,90.41,19,2006.12
14313,Patuakhali,2006,1,31.5,13.4,0,80,0.3,1.2,8.2,41960,534986.1,472575.7,22.36,90.34,3,2006.01
14354,Patuakhali,2006,2,36.4,18.8,0,79,0.5,1.3,8.7,41960,534986.1,472575.7,22.36,90.34,3,2006.02
14395,Patuakhali,2006,3,37.5,21.4,1,73,0.4,2.3,8.3,41960,534986.1,472575.7,22.36,90.34,3,2006.03
14436,Patuakhali,2006,4,37.6,24.4,7,78,0.9,3.5,8.1,41960,534986.1,472575.7,22.36,90.34,3,2006.04
14477,Patuakhali,2006,5,36.2,25.4,339,84,0.8,4.2,6.8,41960,534986.1,472575.7,22.36,90.34,3,2006.05
14518,Patuakhali,2006,6,36.2,26.7,533,89,0.9,6,3.6,41960,534986.1,472575.7,22.36,90.34,3,2006.06
14559,Patuakhali,2006,7,33.6,26.2,354,91,1.1,6.3,3.1,41960,534986.1,472575.7,22.36,90.34,3,2006.07
14600,Patuakhali,2006,8,33.5,25.9,406,90,1.4,6.3,4.1,41960,534986.1,472575.7,22.36,90.34,3,2006.08
14641,Patuakhali,2006,9,34.4,25.9,620,90,0.9,5.6,5.7,41960,534986.1,472575.7,22.36,90.34,3,2006.09
14682,Patuakhali,2006,10,34.7,24.8,24,87,0.4,4.1,5.8,41960,534986.1,472575.7,22.36,90.34,3,2006.1
14723,Patuakhali,2006,11,33,20.1,3,85,0.3,2.5,6.2,41960,534986.1,472575.7,22.36,90.34,3,2006.11
14764,Patuakhali,2006,12,29.8,14.9,0,82,0.3,0.4,6.9,41960,534986.1,472575.7,22.36,90.34,3,2006.12
14814,Rajshahi,2006,1,27.8,10.6,0,76,0.6,0.7,6.5,41895,353944.9,693386.6,24.35,88.56,20,2006.01
14864,Rajshahi,2006,2,36.8,16.2,0,72,0.5,0.6,7.3,41895,353944.9,693386.6,24.35,88.56,20,2006.02
14914,Rajshahi,2006,3,39.6,18.5,7,59,0.8,2,7.9,41895,353944.9,693386.6,24.35,88.56,20,2006.03
14964,Rajshahi,2006,4,39,23,36,70,1.3,3.6,6.8,41895,353944.9,693386.6,24.35,88.56,20,2006.04
15014,Rajshahi,2006,5,39,24.4,189,77,1.2,4.4,7.9,41895,353944.9,693386.6,24.35,88.56,20,2006.05
15064,Rajshahi,2006,6,37.5,26.2,188,85,0.9,5.8,5,41895,353944.9,693386.6,24.35,88.56,20,2006.06
15114,Rajshahi,2006,7,36.4,26.6,130,86,1.4,6,4.4,41895,353944.9,693386.6,24.35,88.56,20,2006.07
15164,Rajshahi,2006,8,35.8,26,247,86,1.2,5.7,5.7,41895,353944.9,693386.6,24.35,88.56,20,2006.08
15214,Rajshahi,2006,9,35.5,25.5,302,87,1.1,5.6,5.6,41895,353944.9,693386.6,24.35,88.56,20,2006.09
15264,Rajshahi,2006,10,36,23.5,36,83,0.5,2.5,6.8,41895,353944.9,693386.6,24.35,88.56,20,2006.1
15314,Rajshahi,2006,11,31.5,17.8,10,80,0.4,2.5,8.4,41895,353944.9,693386.6,24.35,88.56,20,2006.11
15364,Rajshahi,2006,12,28.2,12.7,0,79,0.4,0.2,7,41895,353944.9,693386.6,24.35,88.56,20,2006.12
15421,Rangamati,2006,1,28.8,12.9,0,78,0.5,0.6,8.2,41966,725903.3,508021.9,22.67,92.2,63,2006.01
15478,Rangamati,2006,2,34.6,17.1,0,72,0.5,0.5,7.9,41966,725903.3,508021.9,22.67,92.2,63,2006.02
15535,Rangamati,2006,3,37.3,19.9,0,57,0.1,1.6,7.9,41966,725903.3,508021.9,22.67,92.2,63,2006.03
15592,Rangamati,2006,4,38.8,23.6,36,68,0,2.5,8.4,41966,725903.3,508021.9,22.67,92.2,63,2006.04
15649,Rangamati,2006,5,36.8,23.7,701,79,0.9,4.8,6.5,41966,725903.3,508021.9,22.67,92.2,63,2006.05
15706,Rangamati,2006,6,35.5,25.1,313,85,0.6,5.7,4.9,41966,725903.3,508021.9,22.67,92.2,63,2006.06
15763,Rangamati,2006,7,35.2,25.3,476,83,0.3,6,3.8,41966,725903.3,508021.9,22.67,92.2,63,2006.07
15820,Rangamati,2006,8,35.2,24.9,370,83,0.1,5.5,6.5,41966,725903.3,508021.9,22.67,92.2,63,2006.08
15877,Rangamati,2006,9,34.5,24.5,302,85,0.3,5.5,5.7,41966,725903.3,508021.9,22.67,92.2,63,2006.09
15934,Rangamati,2006,10,35.2,23.9,99,85,0.1,3.7,6.3,41966,725903.3,508021.9,22.67,92.2,63,2006.1
15991,Rangamati,2006,11,33.2,19.3,19,85,0.1,2.6,6.4,41966,725903.3,508021.9,22.67,92.2,63,2006.11
16048,Rangamati,2006,12,29.5,14.2,0,83,0.2,0.5,7,41966,725903.3,508021.9,22.67,92.2,63,2006.12
16105,Rangpur,2006,1,27.4,11.9,0,85,0.7,2.2,6.2,41859,426172.9,844822.3,25.72,89.26,34,2006.01
16162,Rangpur,2006,2,32.2,16.8,1,78,0.8,1.6,5.8,41859,426172.9,844822.3,25.72,89.26,34,2006.02
16219,Rangpur,2006,3,34.5,17.5,2,66,1,1.2,9.2,41859,426172.9,844822.3,25.72,89.26,34,2006.03
16276,Rangpur,2006,4,34.8,21.2,85,79,1.8,3.8,6,41859,426172.9,844822.3,25.72,89.26,34,2006.04
16333,Rangpur,2006,5,37,23.8,367,79,1.4,4.6,6.6,41859,426172.9,844822.3,25.72,89.26,34,2006.05
16390,Rangpur,2006,6,35.4,25.3,472,86,1.3,6.5,3.6,41859,426172.9,844822.3,25.72,89.26,34,2006.06
16447,Rangpur,2006,7,36,26.5,271,82,1.6,6.2,5.9,41859,426172.9,844822.3,25.72,89.26,34,2006.07
16504,Rangpur,2006,8,36.5,26.5,96,81,1.2,5.3,6.3,41859,426172.9,844822.3,25.72,89.26,34,2006.08
16561,Rangpur,2006,9,35,25.2,235,86,1.2,5.6,4.9,41859,426172.9,844822.3,25.72,89.26,34,2006.09
16618,Rangpur,2006,10,33.2,23,120,83,0.6,2.6,7.6,41859,426172.9,844822.3,25.72,89.26,34,2006.1
16675,Rangpur,2006,11,30.5,18,8,81,0.6,3.1,2,41859,426172.9,844822.3,25.72,89.26,34,2006.11
16732,Rangpur,2006,12,27.1,13.7,25,81,0.6,0.3,6.7,41859,426172.9,844822.3,25.72,89.26,34,2006.12
16815,Sandwip,2006,1,30,12.6,0,78,2,1.6,7.5,41964,650012.1,488627.9,22.5,91.46,6,2006.01
16862,Sandwip,2006,2,32.6,17.5,0,81,2.1,1.7,7.4,41964,650012.1,488627.9,22.5,91.46,6,2006.02
16909,Sandwip,2006,3,37.7,20.2,1,72,2.3,2.3,7.4,41964,650012.1,488627.9,22.5,91.46,6,2006.03
16956,Sandwip,2006,4,36.8,23.7,51,78,2.4,3.5,7.9,41964,650012.1,488627.9,22.5,91.46,6,2006.04
17003,Sandwip,2006,5,37.2,24.7,873,83,2.3,4.7,6.4,41964,650012.1,488627.9,22.5,91.46,6,2006.05
17050,Sandwip,2006,6,34.5,25.1,507,87,2.4,6.3,4.8,41964,650012.1,488627.9,22.5,91.46,6,2006.06
17097,Sandwip,2006,7,34.3,23.9,650,89,2,6.4,4.4,41964,650012.1,488627.9,22.5,91.46,6,2006.07
17144,Sandwip,2006,8,34.3,25.2,184,85,1.9,5.7,7,41964,650012.1,488627.9,22.5,91.46,6,2006.08
17191,Sandwip,2006,9,34.6,25,776,87,1.5,6,5.5,41964,650012.1,488627.9,22.5,91.46,6,2006.09
17238,Sandwip,2006,10,33.9,24.6,51,86,0.7,4.5,5.3,41964,650012.1,488627.9,22.5,91.46,6,2006.1
17285,Sandwip,2006,11,33.3,19.9,18,84,0.5,2.8,6.2,41964,650012.1,488627.9,22.5,91.46,6,2006.11
17332,Sandwip,2006,12,30,14.6,0,82,0.5,0.5,6.4,41964,650012.1,488627.9,22.5,91.46,6,2006.12
17410,Satkhira,2006,1,30.3,11.9,0,75,0.3,0.6,8.1,41946,404211.7,508367.2,22.68,89.07,6,2006.01
17476,Satkhira,2006,2,36.7,18.5,0,72,0.3,0.3,8.3,41946,404211.7,508367.2,22.68,89.07,6,2006.02
17542,Satkhira,2006,3,38.8,21,24,67,0.3,1.8,7.5,41946,404211.7,508367.2,22.68,89.07,6,2006.03
17608,Satkhira,2006,4,38.6,25.3,59,72,0.8,3.2,7.7,41946,404211.7,508367.2,22.68,89.07,6,2006.04
17674,Satkhira,2006,5,36.7,26,285,76,0.7,4,7.6,41946,404211.7,508367.2,22.68,89.07,6,2006.05
17740,Satkhira,2006,6,36.5,26.9,260,84,0.5,5.1,5.5,41946,404211.7,508367.2,22.68,89.07,6,2006.06
17806,Satkhira,2006,7,34.2,26.2,548,88,0.6,6.4,3.7,41946,404211.7,508367.2,22.68,89.07,6,2006.07
17872,Satkhira,2006,8,35,26,359,86,0.7,6,4.6,41946,404211.7,508367.2,22.68,89.07,6,2006.08
17938,Satkhira,2006,9,34.5,26.2,403,86,0.4,5.7,5.8,41946,404211.7,508367.2,22.68,89.07,6,2006.09
18004,Satkhira,2006,10,34.5,24.5,63,84,0.1,3,6.2,41946,404211.7,508367.2,22.68,89.07,6,2006.1
18070,Satkhira,2006,11,31.8,19.4,0,80,0.2,2.1,6,41946,404211.7,508367.2,22.68,89.07,6,2006.11
18136,Satkhira,2006,12,29,13.9,0,79,0.2,0.2,6.7,41946,404211.7,508367.2,22.68,89.07,6,2006.12
18173,Sitakunda,2006,1,30.4,11.8,0,79,0.4,0.8,8.4,41965,668856.2,504500.3,22.64,91.64,4,2006.01
18210,Sitakunda,2006,2,32.6,17.2,0,82,1.1,1.8,8,41965,668856.2,504500.3,22.64,91.64,4,2006.02
18247,Sitakunda,2006,3,39.1,19.4,0,71,1,2.1,8.8,41965,668856.2,504500.3,22.64,91.64,4,2006.03
18284,Sitakunda,2006,4,37.5,23.9,56,78,1.4,3.1,8.8,41965,668856.2,504500.3,22.64,91.64,4,2006.04
18321,Sitakunda,2006,5,37.5,24.5,569,83,1.5,4.6,6.9,41965,668856.2,504500.3,22.64,91.64,4,2006.05
18358,Sitakunda,2006,6,36.8,25.7,321,86,1.9,5.9,5.5,41965,668856.2,504500.3,22.64,91.64,4,2006.06
18395,Sitakunda,2006,7,33.6,25.8,397,87,2,6.1,4.5,41965,668856.2,504500.3,22.64,91.64,4,2006.07
18432,Sitakunda,2006,8,35.1,25.6,177,84,1.8,5.2,7,41965,668856.2,504500.3,22.64,91.64,4,2006.08
18469,Sitakunda,2006,9,35.7,25,457,87,1.2,5.1,4.8,41965,668856.2,504500.3,22.64,91.64,4,2006.09
18506,Sitakunda,2006,10,35.7,24.2,50,87,0.3,3.5,5.4,41965,668856.2,504500.3,22.64,91.64,4,2006.1
18543,Sitakunda,2006,11,34.9,18.8,4,83,0.3,2,6.4,41965,668856.2,504500.3,22.64,91.64,4,2006.11
18580,Sitakunda,2006,12,31,13.5,0,81,0.2,0.3,7.2,41965,668856.2,504500.3,22.64,91.64,4,2006.12
18646,Srimangal,2006,1,29,10,0,80,0.5,1.4,7,41915,675761.6,687095.9,24.29,91.73,23,2006.01
18712,Srimangal,2006,2,34.8,15.9,3,73,1,1.6,7.8,41915,675761.6,687095.9,24.29,91.73,23,2006.02
18778,Srimangal,2006,3,37.7,17.6,1,64,0.8,1.6,7.4,41915,675761.6,687095.9,24.29,91.73,23,2006.03
18844,Srimangal,2006,4,35.6,21.3,195,74,1.1,3.3,7.9,41915,675761.6,687095.9,24.29,91.73,23,2006.04
18910,Srimangal,2006,5,36.8,23.5,364,80,0.8,4.4,6.5,41915,675761.6,687095.9,24.29,91.73,23,2006.05
18976,Srimangal,2006,6,34.5,24.7,478,85,0.8,6.1,3.9,41915,675761.6,687095.9,24.29,91.73,23,2006.06
19042,Srimangal,2006,7,36.5,25.6,271,84,0.8,6.1,5.1,41915,675761.6,687095.9,24.29,91.73,23,2006.07
19108,Srimangal,2006,8,36,25.3,325,84,0.7,5.5,6.9,41915,675761.6,687095.9,24.29,91.73,23,2006.08
19174,Srimangal,2006,9,36.8,24.8,165,85,0.5,5.5,5.3,41915,675761.6,687095.9,24.29,91.73,23,2006.09
19240,Srimangal,2006,10,34.5,22.8,150,85,0.1,3.4,6.4,41915,675761.6,687095.9,24.29,91.73,23,2006.1
19306,Srimangal,2006,11,32.8,17.5,15,84,0.2,2.7,5.2,41915,675761.6,687095.9,24.29,91.73,23,2006.11
19372,Srimangal,2006,12,29.5,11.1,0,82,0.2,0.4,6.1,41915,675761.6,687095.9,24.29,91.73,23,2006.12
19395,Syedpur,2006,1,28,11,0,84,0.8,2.3,4.4,41858,0,0,25.75,88.916667,0,2006.01
19416,Syedpur,2006,2,33,16.7,0,77,1.1,1.8,4.7,41858,0,0,25.75,88.916667,0,2006.02
19437,Syedpur,2006,3,35.3,17.4,2,64,1.7,2.8,8.6,41858,0,0,25.75,88.916667,0,2006.03
19458,Syedpur,2006,4,36.3,20.9,90,76,2,3,5.6,41858,0,0,25.75,88.916667,0,2006.04
19479,Syedpur,2006,5,36.8,23.4,633,78,1.8,4.6,5.6,41858,0,0,25.75,88.916667,0,2006.05
19500,Syedpur,2006,6,37.4,25.2,525,85,1.6,5,3.7,41858,0,0,25.75,88.916667,0,2006.06
19521,Syedpur,2006,7,36.2,26.6,211,82,1.7,5.7,6,41858,0,0,25.75,88.916667,0,2006.07
19542,Syedpur,2006,8,36.8,26.5,74,81,1.5,6.4,6.6,41858,0,0,25.75,88.916667,0,2006.08
19563,Syedpur,2006,9,35.8,24.7,404,86,1.6,4.5,5.2,41858,0,0,25.75,88.916667,0,2006.09
19584,Syedpur,2006,10,34,22.4,76,81,0.9,4.3,7.7,41858,0,0,25.75,88.916667,0,2006.1
19605,Syedpur,2006,11,30.6,17.2,20,80,0.9,0.8,5.1,41858,0,0,25.75,88.916667,0,2006.11
19626,Syedpur,2006,12,27.6,13.2,18,79,0.9,0.7,5.6,41858,0,0,25.75,88.916667,0,2006.12
19706,Sylhet,2006,1,30.5,13.6,0,74,1.2,1.4,7.2,41891,694533.2,752277.9,24.88,91.93,35,2006.01
19764,Sylhet,2006,2,32.3,18.5,62,71,1.7,2.9,6.6,41891,694533.2,752277.9,24.88,91.93,35,2006.02
19822,Sylhet,2006,3,36,20,16,61,1.8,2,8.9,41891,694533.2,752277.9,24.88,91.93,35,2006.03
19880,Sylhet,2006,4,35.7,21.5,353,74,1.8,4.6,6.8,41891,694533.2,752277.9,24.88,91.93,35,2006.04
19938,Sylhet,2006,5,38,23.5,572,78,1.7,4.9,6.1,41891,694533.2,752277.9,24.88,91.93,35,2006.05
19996,Sylhet,2006,6,35.8,24.5,1288,87,1.6,6.6,3.5,41891,694533.2,752277.9,24.88,91.93,35,2006.06
20054,Sylhet,2006,7,37.2,26.3,436,83,1.7,7,4.5,41891,694533.2,752277.9,24.88,91.93,35,2006.07
20112,Sylhet,2006,8,37.5,25.8,424,81,1.5,6.4,6.9,41891,694533.2,752277.9,24.88,91.93,35,2006.08
20170,Sylhet,2006,9,36.4,25.3,288,83,1.3,5.9,5.1,41891,694533.2,752277.9,24.88,91.93,35,2006.09
20228,Sylhet,2006,10,35,23.6,72,79,1,3.9,7.2,41891,694533.2,752277.9,24.88,91.93,35,2006.1
20286,Sylhet,2006,11,33.4,19.6,12,77,1,3.3,6.6,41891,694533.2,752277.9,24.88,91.93,35,2006.11
20344,Sylhet,2006,12,30.2,14.9,3,73,1.1,0.7,7.2,41891,694533.2,752277.9,24.88,91.93,35,2006.12
20371,Tangail,2006,1,28.4,11.5,0,81,0.3,0.8,6.6,41909,491982.91,683166,24.15,89.55,10,2006.01
20398,Tangail,2006,2,35.4,17.6,0,75,0.3,0.6,7.7,41909,491982.91,683166,24.15,89.55,10,2006.02
20425,Tangail,2006,3,38.4,19.1,0,65,0.3,1.7,8.4,41909,491982.91,683166,24.15,89.55,10,2006.03
20452,Tangail,2006,4,37,22.4,96,77,0.9,3.4,7.6,41909,491982.91,683166,24.15,89.55,10,2006.04
20479,Tangail,2006,5,37.2,24.1,286,79,0.9,4.6,6.5,41909,491982.91,683166,24.15,89.55,10,2006.05
20506,Tangail,2006,6,35.6,25.9,301,87,0.9,6,2.4,41909,491982.91,683166,24.15,89.55,10,2006.06
20533,Tangail,2006,7,36.4,26.4,247,85,1.1,6,4.5,41909,491982.91,683166,24.15,89.55,10,2006.07
20560,Tangail,2006,8,36.2,25.9,171,84,0.9,5.5,5.5,41909,491982.91,683166,24.15,89.55,10,2006.08
20587,Tangail,2006,9,36.2,25.5,1193,86,0.8,5.2,5.5,41909,491982.91,683166,24.15,89.55,10,2006.09
20614,Tangail,2006,10,34.8,23.6,31,83,0.2,3.1,6.7,41909,491982.91,683166,24.15,89.55,10,2006.1
20641,Tangail,2006,11,31.7,18.5,0,81,0.2,2.2,6.3,41909,491982.91,683166,24.15,89.55,10,2006.11
20668,Tangail,2006,12,29.5,13.4,0,81,0.2,0.3,6.8,41909,491982.91,683166,24.15,89.55,10,2006.12
20705,Teknaf,2006,1,29.7,14.7,0,75,0.4,0.6,9.2,41998,734765.4,308914.1,20.87,92.26,4,2006.01
20742,Teknaf,2006,2,31,17.5,0,78,0.5,0.6,8.7,41998,734765.4,308914.1,20.87,92.26,4,2006.02
20779,Teknaf,2006,3,36.1,21.1,0,73,0.1,1.6,8.5,41998,734765.4,308914.1,20.87,92.26,4,2006.03
20816,Teknaf,2006,4,34.4,24.3,31,78,0.1,2.1,8.8,41998,734765.4,308914.1,20.87,92.26,4,2006.04
20853,Teknaf,2006,5,34,25.4,724,83,0.1,2.9,6.6,41998,734765.4,308914.1,20.87,92.26,4,2006.05
20890,Teknaf,2006,6,33,26.1,491,88,0.9,6,4.1,41998,734765.4,308914.1,20.87,92.26,4,2006.06
20927,Teknaf,2006,7,32.7,25.5,1650,91,1.3,6.7,2.6,41998,734765.4,308914.1,20.87,92.26,4,2006.07
20964,Teknaf,2006,8,32.6,24.9,732,90,1.8,7.2,4,41998,734765.4,308914.1,20.87,92.26,4,2006.08
21001,Teknaf,2006,9,33.1,25.3,824,88,1.2,5.7,5.1,41998,734765.4,308914.1,20.87,92.26,4,2006.09
21038,Teknaf,2006,10,33.2,25.2,237,85,0.3,3.6,7.6,41998,734765.4,308914.1,20.87,92.26,4,2006.1
21075,Teknaf,2006,11,33.5,21.4,43,78,0.6,1.6,8.1,41998,734765.4,308914.1,20.87,92.26,4,2006.11
21112,Teknaf,2006,12,29.7,16.2,0,72,0.6,3.1,8.2,41998,734765.4,308914.1,20.87,92.26,4,2006.12
56,Barisal,2005,1,29.5,12.5,11,87,0.4,1.5,7.2,41950,536809.8,510151.9,22.7,90.36,4,2005.01
121,Barisal,2005,2,33.6,16.9,0,78,0.7,1.2,8.8,41950,536809.8,510151.9,22.7,90.36,4,2005.02
186,Barisal,2005,3,36,22.1,138,83,0.9,3.5,7.5,41950,536809.8,510151.9,22.7,90.36,4,2005.03
251,Barisal,2005,4,36.5,24.6,26,80,0.8,3.7,9.1,41950,536809.8,510151.9,22.7,90.36,4,2005.04
316,Barisal,2005,5,36,25.4,85,83,1.3,4.8,8,41950,536809.8,510151.9,22.7,90.36,4,2005.05
381,Barisal,2005,6,36.5,27.1,326,88,0.9,6.1,4.4,41950,536809.8,510151.9,22.7,90.36,4,2005.06
446,Barisal,2005,7,33.2,25.9,463,93,1.3,6.6,4.5,41950,536809.8,510151.9,22.7,90.36,4,2005.07
511,Barisal,2005,8,35.5,26.2,302,93,0.9,6.9,2.9,41950,536809.8,510151.9,22.7,90.36,4,2005.08
576,Barisal,2005,9,35.2,26,174,89,0.8,6,4.2,41950,536809.8,510151.9,22.7,90.36,4,2005.09
641,Barisal,2005,10,35,24.3,415,89,0.5,4.9,5.3,41950,536809.8,510151.9,22.7,90.36,4,2005.1
706,Barisal,2005,11,32,18.4,0,85,0.3,1.6,7.9,41950,536809.8,510151.9,22.7,90.36,4,2005.11
771,Barisal,2005,12,30,14,3,84,0.4,1.6,7.8,41950,536809.8,510151.9,22.7,90.36,4,2005.12
819,Bhola,2005,1,29.2,12.7,7,81,0.3,1.7,7.2,41951,567637.6,510271.8,22.7,90.66,5,2005.01
867,Bhola,2005,2,32.5,17.2,0,75,0.5,1.2,8.7,41951,567637.6,510271.8,22.7,90.66,5,2005.02
915,Bhola,2005,3,35.2,22.2,106,80,0.9,3.1,7.5,41951,567637.6,510271.8,22.7,90.66,5,2005.03
963,Bhola,2005,4,36.2,24.5,63,78,0.7,2.7,9.1,41951,567637.6,510271.8,22.7,90.66,5,2005.04
1011,Bhola,2005,5,35.4,25.2,87,81,1,3.7,8.1,41951,567637.6,510271.8,22.7,90.66,5,2005.05
1059,Bhola,2005,6,35.6,27,181,86,0.9,4.9,4.1,41951,567637.6,510271.8,22.7,90.66,5,2005.06
1107,Bhola,2005,7,33.5,25.7,860,89,1.1,5.6,4.5,41951,567637.6,510271.8,22.7,90.66,5,2005.07
1155,Bhola,2005,8,34.8,25.9,460,91,0.7,6.1,2.7,41951,567637.6,510271.8,22.7,90.66,5,2005.08
1203,Bhola,2005,9,34.8,25.9,197,88,0.5,5.2,4.4,41951,567637.6,510271.8,22.7,90.66,5,2005.09
1251,Bhola,2005,10,34.6,24.5,397,89,0.3,3.8,5.5,41951,567637.6,510271.8,22.7,90.66,5,2005.1
1299,Bhola,2005,11,31.7,18.8,0,85,0.2,1.4,7.8,41951,567637.6,510271.8,22.7,90.66,5,2005.11
1347,Bhola,2005,12,29.5,14.5,8,83,0.3,1.5,7.9,41951,567637.6,510271.8,22.7,90.66,5,2005.12
1413,Bogra,2005,1,27,12.1,5,79,0.6,2,5.6,41883,435303.7,751187.5,24.88,89.36,20,2005.01
1479,Bogra,2005,2,31.7,16,9,68,1,1.2,8.3,41883,435303.7,751187.5,24.88,89.36,20,2005.02
